# Program:featureCounts v2.0.1; Command:"/u/home/s/samdemar/tools/Subread/subread-2.0.1-source/bin/featureCounts" "-F" "GFF" "-a" "/u/home/s/samdemar/refrencegenomes/AnnotationFiles/Saccharomyces_cerevisiae.R64-1-1.104.gtf" "-o" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/Counts/counts.txt" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam
YOR244W	XV	792531	793868	+	1338	2648	2360	2168	2360	2315	2564	2300	1839	1895	2313	2225	2269
YOL102C	XV	125997	126689	-	693	1692	1688	1655	3258	3386	3284	3180	2543	2856	1892	1863	1765
YOL060C	XV	214017	216137	-	2121	7302	7711	6571	7703	7066	7741	11905	9137	8782	5235	5323	6076
YOL041C	XV	251267	252646	-	1380	9516	8548	8094	8355	8584	9441	5886	4845	5328	12847	13964	8570
YOL116W	XV	99809	100957	+	1149	2633	2463	2265	2673	2529	2655	4663	3564	3836	1992	1874	1905
YOR353C	XV	998453	1000828	-	2376	2482	2726	2269	2755	2496	2622	3444	2427	2436	2646	2393	2474
YOR299W	XV	878435	880675	+	2241	10673	9650	9131	11376	10837	11973	14631	11252	11655	7001	7950	7314
YOR366W	XV	1025256	1025609	+	354	2	0	5	7	8	6	21	40	37	5	0	0
tD(GUC)O	XV	571958	572029	+	72	4	2	1	4	2	2	1	18	2	16	7	0
YOR096W	XV;XV	505794;506339	505937;506767	+;+	573	116004	135743	120350	132400	139998	133404	118986	109715	124895	158315	163893	139370
YOR148C	XV	608640	609197	-	558	2049	1990	1780	4843	4282	4742	4945	4060	4362	1656	1516	1660
YOR301W	XV	880965	882272	+	1308	1515	1409	1332	1643	1790	1902	1907	1560	1640	1674	1879	1396
YOR257W	XV	811008	811493	+	486	4056	4338	4054	3549	3553	3626	3949	3504	3574	2816	3280	3664
YOR135C	XV	580159	580500	-	342	210	246	228	48	28	35	532	436	388	16	13	25
YOR032W-A	XV	392176	392376	+	201	173	171	158	281	245	212	516	439	375	31	39	23
YOR223W	XV	759782	760660	+	879	1588	1555	1334	1593	1562	1600	2155	1693	1725	849	978	1275
YOR076C	XV	469377	471620	-	2244	2504	2709	2289	2808	2599	2554	3164	2231	2466	2121	2244	2102
YOR231C-A	XV	773163	773363	-	201	0	0	0	0	0	0	0	0	0	0	0	0
YOR316C-A	XV	907726	907935	-	210	63	83	98	367	362	355	333	247	272	77	85	70
tS(GCU)O	XV;XV	274673;274729	274709;274773	+;+	82	8	9	12	6	6	1	28	18	30	2	4	2
YOR061W	XV	441534	442553	+	1020	9631	9752	8688	9318	8951	9685	9828	7945	8729	10680	10830	9585
YOR025W	XV	378219	379562	+	1344	2380	2276	1920	2187	1719	2130	3395	2441	2622	2413	2554	2234
YOR371C	XV	1031489	1034182	-	2694	4755	4689	4415	4193	4007	4787	7050	5483	5850	3984	4163	3683
YOL140W	XV	58759	60030	+	1272	2003	1846	1853	7482	7381	7871	7107	5734	6150	2119	2485	1531
YOL062C	XV	210520	211995	-	1476	5469	5611	5163	7374	6796	7358	8074	5297	6065	4446	5452	5199
YOR292C	XV	865653	866582	-	930	2048	2192	2042	2164	1893	1996	3619	3042	3546	1305	1098	1338
tG(UCC)O	XV	110962	111033	-	72	2	0	0	0	0	0	1	0	0	0	0	0
YOR027W	XV	381053	382822	+	1770	80360	87107	72574	64622	64228	67696	95519	83721	88716	59419	55758	66421
tT(AGU)O2	XV	354041	354113	-	73	0	0	0	0	0	1	0	1	3	0	0	0
YOR142W-B	XV	595112	600380	+	5269	58912	58972	52871	66918	54762	66251	107545	69501	73990	53504	47531	47300
YOR192C-A	XV	708416	709732	-	1317	0	0	0	0	0	0	0	0	0	0	0	0
YOL103W-B	XV	118000	123268	+	5269	114599	113395	104080	120317	103276	119650	183774	117575	126309	112614	99172	94812
YOR142W-A	XV	595112	596434	+	1323	0	0	0	0	0	0	0	0	0	0	0	0
YOR192C-B	XV	704419	709732	-	5314	37570	38477	35080	43110	34031	42366	86027	52383	54183	23026	22488	26520
YOR343W-B	XV	970578	975891	+	5314	28704	29632	28370	37888	32652	37521	63335	42151	44762	23068	22490	22556
YOR343W-A	XV	970578	971894	+	1317	0	0	0	0	0	0	0	0	0	0	0	0
YOL103W-A	XV	118000	119322	+	1323	0	0	0	0	0	0	0	0	0	0	0	0
YGL087C	VII;VII	346406;346894	346808;346904	-;-	414	16383	18033	16654	3020	3051	3310	18729	16216	17466	2524	2506	2831
YGL156W	VII	210416	213667	+	3252	2067	1875	1934	4816	3926	4504	9702	7225	7686	1306	1426	1868
YGL015C	VII	465043	465435	-	393	43	44	35	51	51	83	93	60	56	32	31	20
RME2	VII	141898	144120	-	2223	2	0	0	1	6	2	3	0	4	2	0	2
YGR251W	VII	995639	996229	+	591	1528	1327	1348	4059	4029	4478	3563	3021	3401	1572	1734	1139
YGR162W	VII	824059	826917	+	2859	52394	49650	46034	54594	55800	60620	48889	38957	42636	63206	64656	50021
tK(UUU)G2	VII;VII	700953;701012	700988;701048	-;-	73	69	66	65	18	9	3	77	69	58	20	25	28
YGR005C	VII	504657	505859	-	1203	7454	6970	6587	6687	6274	7095	7262	5773	5938	6223	6568	6471
YGL160W	VII	200561	202273	+	1713	4187	4437	3969	4593	4269	4471	5398	4200	4483	3522	3435	3750
snR46	VII	545370	545566	+	197	12614	14692	14547	1578	1587	1979	13574	13526	13788	2282	2885	2222
tD(GUC)G1	VII	531610	531681	+	72	13	14	23	9	7	8	9	18	5	8	3	6
YGL211W	VII	92512	93591	+	1080	1005	824	825	1372	1332	1577	1262	1175	1241	1346	1272	785
YGR141W	VII	770569	771972	+	1404	5231	5548	4800	6137	5899	6536	6545	5000	5334	3443	3978	4633
YGL239C	VII	49431	49745	-	315	26	19	20	90	102	117	99	70	84	20	28	26
YGL097W	VII	321782	323230	+	1449	11801	11739	10535	9892	10220	11171	10129	8096	8713	12238	13616	10565
YGR030C	VII	545681	546157	-	477	6706	7570	6884	795	758	961	7258	6645	7228	548	888	388
YGR224W	VII	942806	944647	+	1842	989	1084	886	4242	3840	4112	4596	3448	3808	1041	1023	1047
YGR142W	VII	772454	773686	+	1233	106966	111503	91458	56141	63973	71817	84660	92434	86724	50036	51712	57575
YGR186W	VII	867774	869981	+	2208	14930	14943	13468	12420	12049	13544	14392	11240	12405	13078	12310	12672
YGR181W	VII	858287	858604	+	318	1382	1365	1293	2059	1977	2229	1903	1718	1658	1460	1558	1534
YGL081W	VII	357377	358339	+	963	313	314	275	362	318	288	994	811	815	95	112	94
YGR082W	VII	644044	644595	+	552	4885	5199	4377	4993	5042	5115	4959	3839	4029	5458	6122	5430
YGL028C	VII	441281	442909	-	1629	5653	5267	4710	6072	5101	6364	6688	4999	5461	7029	7410	6320
YGL021W	VII	454785	457067	+	2283	3057	3052	2819	3880	3330	3901	3749	2733	3226	4136	4003	3610
YGL110C	VII	301537	303411	-	1875	1893	1892	1501	2263	1935	2204	2804	2160	2280	2005	1744	1650
YGR167W	VII	832456	833157	+	702	11012	11630	10242	11354	10526	11790	12852	10930	10700	9961	9856	12146
YGL017W	VII	459854	461365	+	1512	1952	1918	1872	2484	2413	2869	3398	2391	2540	1948	2320	2023
tA(UGC)G	VII	794417	794489	+	73	0	0	0	0	8	2	1	3	1	1	0	0
YGR156W	VII	800546	801823	+	1278	4131	4178	3865	1709	1653	1801	5745	4321	4275	1528	1468	1253
YGR291C	VII	1076283	1076504	-	222	14	28	9	50	47	60	303	282	267	4	1	2
YGR197C	VII	892497	894140	-	1644	1203	1224	1135	1260	1259	1266	1731	1318	1334	934	765	710
YGR041W	VII	577487	579130	+	1644	3446	3594	3556	4611	4187	4743	6321	4673	5213	3182	3053	3205
YGL079W	VII	359444	360100	+	657	1313	1431	1266	2280	1968	2043	2170	1585	1692	1300	1313	1285
YGL107C	VII	304333	306273	-	1941	3359	3159	2924	3204	2808	2916	3314	2307	2390	3200	3292	3313
YGL168W	VII	187464	187796	+	333	512	645	578	601	529	562	701	638	665	638	589	594
YGL228W	VII	67598	69331	+	1734	12548	12485	11196	11582	10977	12065	12440	10034	10642	11450	11265	11357
YGR183C	VII;VII	859063;859474	859260;859476	-;-	201	2191	1922	1824	3149	3176	3367	2919	2660	2747	1796	2004	1838
YGL050W	VII	405776	406597	+	822	2731	2591	2476	3126	3030	3269	2847	2389	2568	2341	2558	2160
YGR273C	VII	1038715	1039239	-	525	325	376	297	12	19	18	737	663	627	5	6	14
YGR086C	VII	649598	650617	-	1020	33341	34702	30918	34534	33787	35870	34201	29105	33482	34842	33511	35211
YGR228W	VII	949365	949709	+	345	4	8	6	10	13	11	17	14	5	19	15	9
YGL145W	VII	230243	232348	+	2106	3844	3630	3486	3931	3928	4195	4292	3284	3502	3420	3584	2914
YGR098C	VII	682566	687458	-	4893	4379	4169	3633	4232	4432	4454	4802	3689	3904	5316	5667	4801
YGR074W	VII	635712	636152	+	441	19	29	25	51	50	56	67	38	31	20	55	17
YGL098W	VII	317342	318079	+	738	3349	3350	2810	3724	3593	4078	5254	3989	4387	1466	1527	1624
snR7-S	VII	939494	939672	-	179	0	0	0	0	0	0	0	0	0	0	0	0
YGL096W	VII	325331	326161	+	831	1277	1244	1124	2011	1739	1816	2190	1992	2378	765	792	832
YGR240C-A	VII	974577	974777	-	201	412	478	337	1347	1112	1175	1355	1042	1051	423	445	383
YGR172C	VII	842845	843591	-	747	4561	4582	3891	4169	4190	4464	5035	4023	4642	4050	4170	4238
YGR194C	VII	886073	887875	-	1803	2679	2897	2477	3753	3434	3555	4722	3848	4550	1942	1629	2597
YGL026C	VII	446412	448535	-	2124	28646	29440	26851	28652	29333	30341	31714	24421	27099	28333	28158	27575
YGL213C	VII	90054	91247	-	1194	2047	2138	1836	2232	2031	2292	2136	1781	1927	2630	2913	2136
YGL248W	VII	35653	36762	+	1110	3771	3728	3329	4471	3918	4398	6360	4744	4668	2195	2240	2861
YGL075C	VII	366925	368088	-	1164	1290	1180	1067	1273	1170	1294	1993	1792	1779	962	1038	847
YGL256W	VII	15159	16307	+	1149	2879	2872	2611	7237	6933	6881	6562	5631	5953	2613	3210	2434
YGL012W	VII	472855	474276	+	1422	25618	28046	24252	27388	26576	27325	27924	22089	22707	24691	25753	28212
YGL082W	VII	355827	356972	+	1146	5163	5342	4676	5603	5179	5909	5062	4651	4609	4291	4429	4585
YGR161C	VII	808629	809420	-	792	4291	4438	3797	3215	3732	4365	5091	4341	3859	3043	3149	2367
tW(CCA)G1	VII;VII	287350;287420	287385;287455	-;-	72	5	18	7	0	0	2	14	11	16	0	4	8
YGR274C	VII	1039895	1043095	-	3201	5924	5693	4976	5314	5050	5421	5529	4375	4480	5376	5796	4951
YGR031C-A	VII	546809	547300	-	492	0	0	0	0	0	0	0	0	0	0	0	0
YGL037C	VII	427297	427947	-	651	37557	45338	38660	32703	30369	31274	57198	53599	61072	19899	15562	26157
YGL252C	VII	25718	27484	-	1767	10289	10158	8966	8169	8041	8947	9363	7486	7991	8426	8451	8650
YGL250W	VII	31910	32635	+	726	520	497	498	1123	1214	1115	1319	1083	1203	421	432	485
YGR260W	VII	1012485	1014089	+	1605	9024	9644	8469	9824	11223	10257	9048	7560	8933	8772	8581	7669
YGR159C	VII	806412	807656	-	1245	15073	12864	11897	13443	15704	16013	6515	6061	5929	25306	32133	16078
YGR006W	VII	506070	506825	+	756	1342	1255	1077	2046	1850	2121	3623	3019	3196	936	956	778
YGL121C	VII	280777	281157	-	381	1900	1991	1868	698	643	661	4343	3796	3926	228	192	302
YGL040C	VII	419527	420555	-	1029	8464	8365	7857	9300	8547	9735	9924	7704	8053	6904	7952	7107
YGR130C	VII	751394	753844	-	2451	14844	15227	13198	14315	13883	14522	21079	17169	19137	9648	8481	11303
YGR021W	VII	527632	528504	+	873	1377	1448	1136	1721	1287	1514	1779	1410	1573	1267	1265	1394
YGR097W	VII	678695	682135	+	3441	5032	4918	4468	5461	5095	5507	7729	5099	5167	5821	5505	5440
YGL170C	VII	184153	185394	-	1242	162	130	100	253	274	245	280	227	174	174	225	99
YGL166W	VII	191129	191806	+	678	1139	1156	1045	1158	1126	1351	1613	1603	1482	722	1123	972
YGL104C	VII	308713	310173	-	1461	1411	1494	1371	3465	2979	3318	4022	3216	3443	1061	962	1516
YGR149W	VII	789031	790329	+	1299	2660	2893	2579	3455	2991	3217	4711	3327	3540	1733	1813	2283
YGR195W	VII	888882	889622	+	741	3713	3484	3329	3681	3770	4033	3989	3210	3356	4232	4325	3414
tG(GCC)G2	VII	930953	931023	-	71	3	2	6	0	4	0	1	2	2	10	8	6
YGR250C	VII	991176	993521	-	2346	35247	32835	28310	15859	17459	20809	23731	17187	16338	5390	6418	7656
YGL155W	VII	214081	215211	+	1131	2997	2893	2621	3933	3676	4072	3982	3137	3282	3259	3705	2864
YGL216W	VII	84885	87302	+	2418	2112	2049	1894	1855	1899	1994	2024	1555	1622	2334	2409	1883
YGR029W	VII;VII	543553;543722	543638;544205	+;+	570	4226	4310	4079	5772	5995	6257	7151	5912	6283	3372	3527	3577
YGL125W	VII	272520	274322	+	1803	3194	3037	2888	3563	3660	3549	4693	3108	3165	2367	2330	2479
YGR038W	VII	560682	561350	+	669	3633	3861	3216	3953	4009	4003	4812	3974	4542	2964	3155	2877
YGR008C	VII	508110	508364	-	255	14517	15861	14628	14546	12346	13697	17380	16559	18366	5730	4683	9051
YGR248W	VII	985972	986739	+	768	3612	4570	3440	3673	3804	3371	7498	8262	9463	1746	1623	1727
YGL094C	VII	331118	334465	-	3348	9562	9054	8424	8966	9285	10132	11330	9221	9682	8929	8929	8452
YGR131W	VII	754726	755250	+	525	614	601	629	724	572	732	1111	939	978	235	295	337
YGR163W	VII	827552	828577	+	1026	2321	2150	1911	1797	1882	1891	2336	1841	1834	1604	1865	1687
YGR125W	VII	742325	745435	+	3111	7347	7741	6726	6864	6675	6926	8410	6509	7325	6758	6461	6602
YGR279C	VII	1048798	1049958	-	1161	36610	36651	33187	32749	35548	35218	34907	28445	31881	36266	37567	32167
YGL022W	VII	452404	454560	+	2157	31023	32144	28405	28506	28890	29513	29612	23589	25318	32226	34680	31063
tD(GUC)G2	VII	544577	544648	-	72	2	5	17	14	11	8	16	26	16	5	16	3
YGR271W	VII	1031791	1037694	+	5904	9947	9969	9214	8421	8690	9173	10609	7986	8587	8758	9183	8616
YGL025C	VII	448764	449957	-	1194	632	569	513	646	685	769	753	761	651	657	765	687
YGL176C	VII	171415	173079	-	1665	1957	1825	1557	2237	2232	2294	2239	1675	1780	1910	2016	1602
YGR031W	VII	546441	547469	+	1029	1355	1222	1110	1853	1935	2101	2455	2055	2197	1028	1246	806
YGL102C	VII	311505	311933	-	429	36	53	48	798	763	834	1038	854	932	54	50	51
YGR182C	VII	858551	858904	-	354	869	997	801	1411	1417	1338	1188	1112	1189	846	875	814
YGR025W	VII	532639	532941	+	303	42	33	56	39	42	45	72	35	77	31	32	24
YGL113W	VII	295932	297938	+	2007	1634	1419	1381	1925	1693	1933	1852	1407	1555	1354	1626	1308
YGR188C	VII	872044	875109	-	3066	1404	1119	1021	1194	1258	1419	1299	999	1029	1448	1568	1172
YGL162W	VII	198138	199037	+	900	887	792	852	694	672	960	713	628	659	959	1264	765
YGL084C	VII	350616	352298	-	1683	5977	6354	5638	6066	5554	6329	6409	5164	5603	5500	5386	6313
snR10	VII	345986	346230	+	245	3144	3362	3308	27	38	32	3456	3038	3471	35	34	26
YGL196W	VII	129883	131169	+	1287	6344	5926	5205	6350	5907	6722	7418	5934	6156	3479	3801	4482
RME3	VII	33109	35013	-	1905	0	0	0	0	0	0	0	0	0	0	0	0
YGR230W	VII	951894	952307	+	414	507	566	486	1062	918	1027	1274	1090	1033	505	611	468
YGR084C	VII	647123	648142	-	1020	2870	2742	2506	2613	2533	2685	3409	2592	2626	2409	2717	2529
YGL222C	VII	80659	81186	-	528	1628	1643	1500	1292	1230	1319	2145	1712	1805	1423	1454	1544
YGR166W	VII	830515	832197	+	1683	3499	3564	3312	3346	3607	3581	3422	2642	2698	3856	4270	3400
YGR122C-A	VII	735630	735758	-	129	113	105	71	337	257	275	310	172	196	47	65	52
YGR152C	VII	794674	795492	-	819	1546	1538	1488	1304	1399	1535	1231	907	950	1558	2057	1680
YGL210W	VII	93792	94460	+	669	2434	2409	2113	2328	2322	2469	2832	2258	2332	2183	2349	2074
YGR265W	VII	1021648	1022058	+	411	121	109	115	1019	928	987	808	620	769	128	121	144
YGR157W	VII	802440	805049	+	2610	40903	44451	39686	34410	34894	36349	45441	35603	35555	29304	28347	30260
YGL240W	VII	48613	49365	+	753	1421	1415	1293	4183	4084	4348	4908	3706	4103	1015	1098	938
YGR085C	VII	648383	648907	-	525	60983	64627	57075	65498	68094	70905	64151	53029	59240	80772	78483	71142
YGR237C	VII	963298	965655	-	2358	4120	4182	3890	3938	3736	4018	5249	4071	4353	2699	2663	3230
YGL146C	VII	228751	229686	-	936	790	805	700	1110	1098	1185	2098	1784	1741	269	202	224
YGL153W	VII	216273	217298	+	1026	744	653	555	770	782	899	1025	820	817	790	755	701
YGR075C	VII	636147	636875	-	729	845	872	837	1901	1882	1960	1914	1521	1594	895	1009	834
tT(UGU)G2	VII	1004216	1004287	+	72	3	18	25	19	10	14	15	28	16	25	11	25
YGL169W	VII	186059	187339	+	1281	2571	2263	2184	2733	2675	2908	2111	1827	1735	2781	3390	1918
YGR187C	VII	870232	871416	-	1185	2854	2792	2674	2517	2657	3015	1689	1417	1486	3574	4256	2733
YGL167C	VII	187616	190468	-	2853	19692	19860	18906	17433	17429	18423	21558	16907	18038	19417	18108	17842
YGR050C	VII	592086	592442	-	357	583	560	548	746	698	701	1130	1050	1013	316	328	271
YGR035W-A	VII	557565	557786	+	222	671	774	723	1180	1129	1221	1305	1100	1041	711	725	701
YGR217W	VII	924696	930815	+	6120	6146	5671	5123	5152	5288	5690	5221	3931	4021	7099	7609	6336
YGR068C	VII	625324	627084	-	1761	1361	1358	1244	1837	1719	1752	1811	1422	1688	1562	1617	1311
YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	7009	6733	6245	13430	13355	14497	11528	7826	8728	5499	5693	5537
YGR177C	VII	848829	850436	-	1608	3189	2898	2860	2828	3151	3083	4146	3394	3646	2455	2414	1591
YGL068W	VII	375087	375671	+	585	863	967	836	953	777	1001	993	857	853	998	1033	1063
tN(GUU)G	VII	731137	731210	+	74	6	14	10	13	0	15	10	8	2	5	6	5
YGL018C	VII	459110	459664	-	555	551	697	534	1222	1046	1234	1489	1154	1143	648	710	737
YGL188C	VII	149343	149516	-	174	255	251	220	335	339	321	407	395	313	267	285	298
YGR126W	VII	745835	746527	+	693	1960	1901	1737	2338	2198	2491	3168	2497	2755	881	908	882
YGL065C	VII	379760	381271	-	1512	4481	4397	4042	3873	3774	3983	3984	3293	3575	4475	4670	4424
YGL014W	VII	466141	468807	+	2667	7359	6942	6121	6778	7299	7555	6001	4438	4817	10577	10997	7673
YGL100W	VII	313234	314283	+	1050	7696	7737	7278	7215	6981	7770	7885	6833	7125	7821	8274	7728
YGR288W	VII	1070293	1071714	+	1422	2096	2068	1853	2164	2051	2250	4138	3287	3386	1351	1146	1190
YGL174W	VII	174545	175345	+	801	1203	1147	1230	1351	1273	1497	2557	1915	2226	1129	1032	1126
YGR211W	VII	915241	916701	+	1461	50955	46948	39322	25522	27999	33489	27869	23848	22269	25695	32952	26001
YGL204C	VII	111700	112005	-	306	597	669	528	601	656	633	737	600	693	403	437	488
YGR270W	VII	1027370	1031509	+	4140	15811	15270	13404	19393	19257	21269	23660	17826	19684	13785	13347	13849
YGR204W	VII	905934	908774	+	2841	35784	38316	32136	31735	32408	33111	40325	28240	28851	38619	35677	39435
YGR266W	VII	1022656	1024761	+	2106	5554	5986	5483	5849	5807	6106	7049	5350	6032	5350	5010	5175
YGL070C	VII	374459	374827	-	369	1854	2056	1919	3077	2843	3496	2894	2519	2626	2108	2127	1606
YGL225W	VII	76894	77907	+	1014	15291	16820	15742	18254	19664	17746	15711	13780	15142	24000	26245	21954
YGL120C	VII	281634	283937	-	2304	21130	20231	18535	16519	17779	18798	15194	13456	14350	26517	27374	18100
tE(UUC)G1	VII	328583	328654	+	72	11	8	26	5	5	12	7	6	5	8	16	14
YGR252W	VII	996869	998188	+	1320	2965	2737	2614	4284	3965	4285	5776	4969	5109	2748	2696	2627
YGL106W	VII	306560	307009	+	450	9955	10374	9310	12321	11325	12674	13527	11153	11155	10011	10381	10058
YGR284C	VII	1060658	1061590	-	933	8991	10197	9310	10250	9765	10054	14120	11936	12252	7439	8302	8449
YGR032W	VII	548264	553951	+	5688	11168	11034	11381	13621	13576	14328	20185	13773	13959	5059	5385	6191
YGR174C	VII	845893	846405	-	513	1002	1154	895	980	919	1041	1179	1049	1040	831	911	922
YGR208W	VII	911883	912812	+	930	6918	7935	6759	6589	6698	6507	7891	6752	6788	8333	8540	8566
YGL016W	VII	461666	464911	+	3246	15881	15813	14666	11650	12272	12464	15970	13323	14747	12256	12504	10514
YGR255C	VII	1002523	1003962	-	1440	6614	6790	6117	6380	5801	6515	8073	6518	6989	4954	4981	5499
YGR146C-A	VII	785276	785437	-	162	404	402	412	209	183	279	570	521	467	105	198	139
YGL194C	VII	140368	141726	-	1359	3534	3617	3154	2713	2749	2839	4041	2783	2788	2920	3122	2600
YGL138C	VII	248494	249531	-	1038	2	6	6	16	21	23	51	34	26	10	2	4
YGR091W	VII	666341	667825	+	1485	2394	2534	2441	1596	1639	1807	4879	3907	4311	1408	1405	1227
YGR200C	VII	899904	902270	-	2367	11870	11337	10489	11731	11495	12899	9978	8682	8967	14370	15482	10985
YGR191W	VII	880420	882231	+	1812	8137	9217	8143	9658	9617	9447	9506	7553	8154	9874	10546	8898
YGR270C-A	VII	1027382	1027600	-	219	0	0	0	0	0	0	0	0	0	0	0	0
YGL227W	VII	69671	72547	+	2877	6327	6520	5827	6064	5706	5974	8675	7054	7577	4104	3735	5939
YGR081C	VII	643148	643780	-	633	2701	2466	2548	2715	3267	3481	2647	2377	2320	3095	3791	2326
YGL243W	VII	43307	44509	+	1203	1839	1921	1609	4446	4137	4646	4607	3872	4033	1449	1605	1364
YGL194C-A	VII	139719	139961	-	243	1266	1346	1158	1318	1125	1207	1968	1563	1784	623	650	533
YGR148C	VII	787312	787779	-	468	106847	110705	97252	106122	105951	112858	101636	87673	96241	111618	112132	108861
YGL136C	VII	252897	253859	-	963	3172	3046	2933	5130	4984	5371	6527	5380	5674	2390	2413	2651
YGR276C	VII	1043819	1045480	-	1662	6014	6070	5709	5930	6050	6553	6503	5335	5616	5777	6034	5491
YGL129C	VII	267723	269075	-	1353	2892	2616	2578	2570	2311	2727	2708	2034	2176	2766	2916	2869
tR(UCU)G2	VII	828723	828794	-	72	0	0	0	0	0	0	0	0	0	0	0	0
YGR053C	VII	594986	595837	-	852	372	333	372	455	362	479	430	325	365	264	228	299
YGR069W	VII	627083	627418	+	336	2311	2419	2182	1750	1954	1865	2837	2496	2683	1740	1823	1566
YGL224C	VII	78015	78857	-	843	2195	2316	2135	3325	3019	3273	3664	2955	3068	1705	1676	1807
YGL193C	VII	141916	142227	-	312	0	0	0	0	0	0	0	0	0	0	0	0
YGL020C	VII	457163	457870	-	708	4905	5091	4475	4885	4920	5109	4742	4260	4744	5245	5411	5004
YGL177W	VII	167559	167906	+	348	313	256	265	197	187	178	279	159	201	215	196	171
YGL189C	VII	148229	148588	-	360	261108	283438	244514	243463	273879	252463	247777	204282	236362	253053	282654	240715
YGR122W	VII	733935	735143	+	1209	3154	2642	2618	3068	3165	3322	3209	2483	2841	2349	2700	2348
YGL003C	VII	492474	494174	-	1701	2423	2172	2078	2449	2351	2497	2935	2252	2050	2072	2367	1940
YGR210C	VII	913503	914738	-	1236	18160	18578	16194	21218	21610	23045	25727	22538	22626	12821	14336	11649
tG(GCC)G1	VII	845649	845719	+	71	2	10	5	0	4	2	8	5	4	4	6	4
YGR079W	VII	640720	641832	+	1113	789	363	500	345	375	462	332	266	236	551	1171	337
YGL115W	VII	292033	293001	+	969	8452	8377	7474	7203	7140	7450	8231	6869	7595	7659	7397	6923
YGL105W	VII	307437	308567	+	1131	42006	42074	38465	38108	38861	41290	39934	32836	35311	46100	47744	41924
YGR026W	VII	532985	533821	+	837	8280	9033	7982	8507	8155	8420	9307	7515	8581	7979	8158	8117
YGR087C	VII	651290	652981	-	1692	303	393	346	121	106	114	892	724	810	42	58	89
YGR278W	VII	1046731	1048464	+	1734	1565	1528	1220	1525	1514	1592	1944	1449	1551	1548	1686	1457
YGR042W	VII	579476	580291	+	816	1366	1387	1221	4081	3811	4089	4152	3482	3517	1087	1119	1294
YGR043C	VII	580435	581436	-	1002	568	589	594	1385	1032	1065	2019	1701	1601	60	118	103
YGL165C	VII	191398	191976	-	579	109	113	109	150	132	125	187	163	171	85	63	109
YGR110W	VII	713709	715046	+	1338	823	698	587	3236	3114	3224	4315	3647	3972	514	487	523
